"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2011","2011",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2014","2014",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","MDV","Maldives","2019","2019",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZMB","Zambia","2015","2015",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZMB","Zambia","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZMB","Zambia","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2010","2010",29906.65213,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2011","2011",30125.25008,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2012","2012",35451.55932,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2013","2013",36226.01255,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2014","2014",37005.69802,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2015","2015",38004.13179,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2016","2016",39701.53294,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2017","2017",40454.89128,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SWE","Sweden","2018","2018",41636.16472,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2010","2010",2538.33459,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2011","2011",2566.79256,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2012","2012",2684.17496,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2013","2013",2821.85553,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2014","2014",2750.38462,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2015","2015",3069.12585,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2016","2016",2970.00605,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2017","2017",3129.07665,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","ISR","Israel","2018","2018",3034.41527,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BRA","Brazil","2010","2010",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BRA","Brazil","2011","2011",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2010","2010",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2011","2011",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2013","2013",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2014","2014",,"a","Category not applicable"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ETH","Ethiopia","2015","2015",,"a","Category not applicable"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2010","2010",330.26519,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2011","2011",369.66385,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2012","2012",431.3164,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2013","2013",429.01633,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2014","2014",491.49012,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2015","2015",554.91567,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2016","2016",568.2173,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2017","2017",597.01171,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","TGO","Togo","2018","2018",673.41675,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2010","2010",35415.05203,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2011","2011",37507.41171,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2012","2012",40032.94507,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2013","2013",39486.50711,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2014","2014",41397.98187,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2015","2015",41858.54967,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2016","2016",42263.33296,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2017","2017",43647.30325,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2018","2018",44597.29804,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2019","2019",47473.84035,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","ZAF","South Africa","2020","2020",49966.20649,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2010","2010",520.54162,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2011","2011",472.70701,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2013","2013",592.77786,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2014","2014",755.18377,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2015","2015",954.59419,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2017","2017",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2018","2018",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","AZE","Azerbaijan","2019","2019",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2010","2010",306.42813,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2011","2011",408.46249,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2012","2012",349.70367,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2013","2013",319.83175,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2014","2014",325.07153,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2015","2015",201.8566,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2016","2016",221.00507,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2017","2017",178.63251,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","POL","Poland","2018","2018",440.80475,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","WSM","Samoa","2016","2016",,"n","Magnitude nil or negligible"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CMR","Cameroon","2010","2010",174.02505,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CMR","Cameroon","2011","2011",279.54351,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CMR","Cameroon","2012","2012",146.65512,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CMR","Cameroon","2013","2013",208.40748,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GAB","Gabon","2010","2010",4.42164,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GAB","Gabon","2011","2011",3.91003,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GAB","Gabon","2012","2012",4.04153,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GAB","Gabon","2013","2013",0.47984,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","GAB","Gabon","2014","2014",0.68054,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2010","2010",3294.61457,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2011","2011",3533.70433,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2012","2012",4352.9169,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2013","2013",5621.30658,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2014","2014",4140.74251,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2015","2015",3924.668,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2016","2016",4181.04051,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2017","2017",4020.22715,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2018","2018",4324.59273,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2019","2019",6041.34225,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","HKG","China, Hong Kong Special Administrative Region","2020","2020",8140.54945,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BEN","Benin","2010","2010",9.71457,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BEN","Benin","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","BEN","Benin","2013","2013",,"n","Magnitude nil or negligible"
